gene_id	HSMM.longNonPolyA	BJ.longNonPolyA	NHEK.longNonPolyA	HSMM.longPolyA	MCF.7.longNonPolyA	HUVEC.longNonPolyA	K562.longNonPolyA	BJ.longPolyA	AG04450.longNonPolyA	NHEK.longPolyA	HUVEC.longPolyA	MCF.7.longPolyA	HMEC.longNonPolyA	K562.longPolyA	AG04450.longPolyA	HMEC.longPolyA	NHEK.longNonPolyA.1	HEPG2.longNonPolyA	NHEK.longPolyA.1	HEPG2.longPolyA	SK.N.SH_RA.longNonPolyA	A549.longNonPolyA	SK.N.SH_RA.longPolyA	H1.HESC.longNonPolyA	A549.longPolyA	NHLF.longNonPolyA	H1.HESC.longPolyA	GM12878.longNonPolyA	HELA.S3.longNonPolyA	NHLF.longPolyA	HELA.S3.longPolyA	GM12878.longPolyA	entropyExpr	sumExpr	varianceExpr	averageExpr	minExpr	maxExpr	maxExprType	threeTimesRest	nTimesRest	tissSpec	HSMM.longNonPolyA.ExprLabel	BJ.longNonPolyA.ExprLabel	NHEK.longNonPolyA.ExprLabel	HSMM.longPolyA.ExprLabel	MCF.7.longNonPolyA.ExprLabel	HUVEC.longNonPolyA.ExprLabel	K562.longNonPolyA.ExprLabel	BJ.longPolyA.ExprLabel	AG04450.longNonPolyA.ExprLabel	NHEK.longPolyA.ExprLabel	HUVEC.longPolyA.ExprLabel	MCF.7.longPolyA.ExprLabel	HMEC.longNonPolyA.ExprLabel	K562.longPolyA.ExprLabel	AG04450.longPolyA.ExprLabel	HMEC.longPolyA.ExprLabel	NHEK.longNonPolyA.1.ExprLabel	HEPG2.longNonPolyA.ExprLabel	NHEK.longPolyA.1.ExprLabel	HEPG2.longPolyA.ExprLabel	SK.N.SH_RA.longNonPolyA.ExprLabel	A549.longNonPolyA.ExprLabel	SK.N.SH_RA.longPolyA.ExprLabel	H1.HESC.longNonPolyA.ExprLabel	A549.longPolyA.ExprLabel	NHLF.longNonPolyA.ExprLabel	H1.HESC.longPolyA.ExprLabel	GM12878.longNonPolyA.ExprLabel	HELA.S3.longNonPolyA.ExprLabel	NHLF.longPolyA.ExprLabel	HELA.S3.longPolyA.ExprLabel	GM12878.longPolyA.ExprLabel	expressed	transcriptType	geneType	gene_id_short	external_gene_id	withinSubset	gene_biotype	lncRnaName	label
ENSG00000215417.4	0	0.000992	0.000378	0.009397	0.002588	0.010032	0.404231	0.008212	0.003073	0.029612	0.026847	0.042325	0.003837	2.170712	0.016262	0.011865	0.011569	0.030899	0.030399	0.022014	0.004363	0.003368	0.034363	0.075514	0.070498	0	0.141162	0.041206	0.036295	0.011562	0.284965	0.208571	2.47819226659216	3.747111	0.148479453219596	0.11709721875	0	2.170712	K562.longPolyA	K562.longPolyA	5.36997904663423	0.498741614332937	none	low	low	low	low	mid	high	low	mid	low	mid	mid	low	high	mid	low	mid	mid	mid	mid	mid	mid	mid	mid	mid	none	mid	mid	mid	low	high	high	yes	unknown	derrienLncRNA	ENSG00000215417	ENSG00000215417	rest	nonFunctional	ENSG00000215417	1
ENSG00000215447.3	0.030609	0.024699	0.006997	0.507793	0.072307	0.069448	0.050758	0.627035	0.055894	0.175776	0.283704	0.261191	0.00501	0.113817	0.356676	0.126763	0.031234	0.119219	0.117553	0.202787	0.079024	0.012534	0.654154	0.149113	0.103554	0.018039	0.136993	0.012374	0.10073	0.409912	0.109603	0.026251	4.2778720100358	5.051551	0.0307849344033216	0.15786096875	0.00501	0.654154	SK.N.SH_RA.longPolyA	none	1.04324957936957	0.157478266483437	high	high	mid	high	high	high	high	high	high	mid	mid	high	low	mid	high	mid	mid	high	mid	high	high	mid	high	high	mid	high	mid	mid	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000215447	ENSG00000215447	rest	nonFunctional	ENSG00000215447	0
ENSG00000215908.4	0.003466	0.005823	0.005331	0.112238	0.018667	0.059683	0.065174	0.338409	0.006397	0.193206	0.708729	0.125047	0.003094	0.629074	0.098939	0.112047	0.036051	0.145031	0.191522	0.722541	0.012669	0.008526	0.378441	0.091279	0.091132	0.006428	0.283974	0.031494	0.103771	0.137874	0.090481	0.101151	4.07450616472179	4.917689	0.0394851319435313	0.15367778125	0.003094	0.722541	HEPG2.longPolyA	none	1.01948840812215	0.173366311489009	mid	mid	mid	mid	mid	high	high	mid	mid	mid	high	high	low	high	mid	mid	mid	high	high	high	mid	mid	high	mid	mid	mid	high	mid	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000215908	ENSG00000215908	rest	nonFunctional	ENSG00000215908	0
ENSG00000222041.5	0.086586	0.099163	0.013992	1.339794	0.021743	0.716324	0.271961	5.060126	0.15859	1.609536	1.848327	0.11765	0.002056	2.191027	2.600485	0.571273	0.206917	0.111103	1.863916	0.756912	0.022066	0.06491	0.224902	0.075906	0.827279	0.025294	0.111007	0.075423	0.189711	1.567624	0.614894	0.200065	3.87324824639338	23.646562	1.16917888404896	0.7389550625	0.002056	5.060126	BJ.longPolyA	none	1.94583933381658	0.230460375821298	high	high	mid	high	mid	high	high	high	high	high	high	mid	low	high	high	high	high	high	high	high	high	high	high	mid	high	high	mid	high	high	high	high	high	yes	unknown	derrienLncRNA	ENSG00000222041	ENSG00000222041	rest	nonFunctional	ENSG00000222041	0
ENSG00000223380.3	0.077903	0.244866	0.025589	4.105981	0.103874	0.300034	0.352232	5.186896	0.486193	1.879118	1.313643	1.248524	0.035662	1.212425	3.985735	0.917909	0.410113	0.423601	1.057284	0.513694	0.146214	0.046722	1.261401	0.26767	0.600348	0.047651	0.277646	0.266864	0.424567	7.736005	1.898082	1.080647	3.957704764734	37.935093	3.00189085054165	1.18547165625	0.025589	7.736005	NHLF.longPolyA	none	1.49145172758428	0.222225317338052	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	ENSG00000223380	ENSG00000223380	rest	nonFunctional	ENSG00000223380	0
ENSG00000223414.1	0.000279	0.000622	0	0.000794	0	0	0	0.004635	0.012868	0	0	8.4e-05	0	0	0.046258	0	0	0.2462	0	0.000216	0.00979	0.150361	0.025735	0	0.675618	0	0	0	0.345894	0.001413	1.475882	0	2.10070868253914	2.996649	0.0825812581281442	0.09364528125	0	1.475882	HELA.S3.longPolyA	none	2.18449182822246	0.43675908550051	low	low	none	low	none	none	none	low	mid	none	none	low	none	none	mid	none	none	high	none	low	mid	high	mid	none	high	none	none	none	high	low	high	none	yes	unknown	derrienLncRNA	ENSG00000223414	ENSG00000223414	rest	nonFunctional	ENSG00000223414	0
ENSG00000223477.1	0	0.001989	0.015215	0	0.005874	0	0	0.023452	0.002529	0.12528	0	0.006381	0.004438	0	0.013028	0.063696	0.089784	0.040732	0.107659	0.000159	0.004821	0.109266	0.027829	0.00143	0.556243	0.000216	0.00056	0	0.014517	0.010574	0.086518	0	3.00450751636474	1.31219	0.0102666215231573	0.0410059375	0	0.556243	A549.longPolyA	A549.longPolyA	4.43999840357599	0.38797655018194	none	low	mid	none	mid	none	none	low	low	mid	none	mid	low	none	mid	mid	high	mid	mid	low	mid	high	mid	low	high	low	low	none	mid	low	mid	none	yes	unknown	derrienLncRNA	ENSG00000223477	ENSG00000223477	rest	nonFunctional	ENSG00000223477	0
ENSG00000223573.1	0.000573	0.000158	0.011936	0.0046	0.10595	0	0.001406	0.007125	5.8e-05	0.245402	0.000852	0.453814	0.003736	0.005464	0.001149	0.116075	0.097592	0.035594	0.274703	0.006438	0.001329	0.002671	0.008801	0.008328	0.01465	7.1e-05	0.013165	0.00138	0.021362	0.002992	0.070125	0.004226	3.12717864608022	1.521725	0.0100324921497651	0.04755390625	0	0.453814	MCF.7.longPolyA	none	1.6520169055307	0.296221119526976	low	low	mid	low	high	none	low	low	low	mid	low	high	low	low	low	mid	high	mid	high	low	low	mid	low	low	mid	low	mid	low	mid	low	mid	low	yes	unknown	derrienLncRNA	ENSG00000223573	ENSG00000223573	rest	nonFunctional	ENSG00000223573	1
ENSG00000223745.1	0.003753	0.004798	0.000355	0.066356	0.003988	0.029144	0.067221	0.175089	0.010078	0.100483	0.078557	0.057403	0.002689	0.499792	0.076733	0.039559	0.039473	0.020686	0.168687	0.102433	0.028665	0.007599	0.450145	0.101712	0.137847	0.00148	0.06908	0.072303	0.017641	0.083239	0.057417	0.462154	4.02447629316025	3.036559	0.0173279538835474	0.09489246875	0.000355	0.499792	K562.longPolyA	none	1.08144038567231	0.188964647051143	mid	mid	low	mid	low	mid	high	mid	mid	mid	mid	mid	low	high	mid	mid	mid	mid	mid	mid	high	mid	high	high	mid	low	mid	high	mid	mid	mid	high	yes	unknown	derrienLncRNA	ENSG00000223745	ENSG00000223745	rest	nonFunctional	ENSG00000223745	0
ENSG00000223768.1	0.006456	0.010696	0.00076	0.357983	0.013973	0.025704	0.016189	0.461925	0.016486	0.125714	0.370541	0.414322	0	0.155201	0.426718	0.082298	0.019582	0.033368	0.164829	0.261971	0.024941	0.004473	0.593446	0.044375	0.145757	0.001678	0.162006	0.002474	0.030095	0.501014	0.24448	0.04567	4.03634526986678	4.765125	0.0317604517311038	0.14891015625	0	0.593446	SK.N.SH_RA.longPolyA	none	1.18448985457492	0.152859101760106	mid	mid	low	high	mid	mid	mid	high	mid	mid	high	high	none	mid	high	mid	mid	mid	mid	high	high	mid	high	mid	mid	low	high	low	mid	high	high	mid	yes	unknown	derrienLncRNA	ENSG00000223768	ENSG00000223768	rest	nonFunctional	ENSG00000223768	0
ENSG00000223808.1	0	0	0	0	0.009128	0	0	0	0	0	0	0.394189	0	0	0	0	0	0	0.005821	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261423656450389	0.409138	0.00484745524760887	0.0127855625	0	0.394189	MCF.7.longPolyA	MCF.7.longPolyA	43.1845968448729	0.863933314417099	none	none	none	none	mid	none	none	none	none	none	none	high	none	none	none	none	none	none	low	none	none	none	none	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000223808	ENSG00000223808	rest	nonFunctional	ENSG00000223808	0
ENSG00000223812.1	0	0	0	0	0	0.003966	0.034054	0	0	0.003189	0	0.000926	0	0.324061	0	0	0	0	0.00043	0.003044	0.002454	0	0.074574	0	0	0	0	0	0	0.00044	0	0.001904	1.32402018174107	0.449042	0.00340262342915726	0.0140325625	0	0.324061	K562.longPolyA	K562.longPolyA	4.34549574918872	0.605710800279662	none	none	none	none	none	low	mid	none	none	low	none	low	none	high	none	none	none	none	low	low	mid	none	mid	none	none	none	none	none	none	low	none	low	yes	unknown	derrienLncRNA	ENSG00000223812	ENSG00000223812	rest	nonFunctional	ENSG00000223812	0
ENSG00000224032.2	0.008441	0.014027	0.004459	0.265918	0.028009	0.041007	0.058759	1.49019	0.026132	0.261845	0.594923	0.312358	0.000249	0.55356	0.463811	0.15594	0.014795	0.209824	0.387433	0.416586	0.013835	0.04983	0.351078	0.109191	0.693347	0.002842	1.652817	0.019327	0.149949	0.184361	0.28155	0.344638	4.00661916571242	9.161031	0.152088368177596	0.28628221875	0.000249	1.652817	H1.HESC.longPolyA	none	1.10913172145834	0.202569769621841	mid	mid	mid	mid	high	mid	high	high	high	mid	high	high	low	high	high	mid	mid	high	high	high	mid	high	high	high	high	low	high	mid	high	mid	high	high	yes	unknown	derrienLncRNA	ENSG00000224032	ENSG00000224032	rest	nonFunctional	ENSG00000224032	1
ENSG00000224137.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156449	0.000391	0	0	1.597999	0.436630525130383	1.754839	0.0800594878745313	0.05483871875	0	1.597999	GM12878.longPolyA	GM12878.longPolyA	10.2141848142206	0.78506668265618	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	high	low	none	none	high	yes	unknown	derrienLncRNA	ENSG00000224137	ENSG00000224137	rest	nonFunctional	ENSG00000224137	0
ENSG00000224818.1	0.037906	0.031659	0.038876	1.349365	0.053762	0.010908	0	0.792676	0.046271	1.156512	0.118792	0.321962	0	0	0.612829	0.560867	0.134359	0.12262	0.632361	0.152697	0.018309	0.01926	0.302508	0.081358	0.224157	0.036707	0.068381	0.09296	0.076947	0.651146	0.103357	0.085871	3.92716310457904	7.935383	0.119478167462015	0.24798071875	0	1.349365	HSMM.longPolyA	none	1.16675399822916	0.19368881530437	high	high	high	high	high	mid	none	high	high	high	mid	high	none	none	high	high	high	high	high	high	high	high	high	mid	high	high	mid	high	mid	high	mid	mid	yes	unknown	derrienLncRNA	ENSG00000224818	ENSG00000224818	rest	nonFunctional	ENSG00000224818	0
ENSG00000224930.2	0.012643	0	0	0.473935	0	0	0	0	0	0	0.000628	0	0	0.000654	0	0.105344	0	0.310783	0	0.001998	0	0	0	0	0	0	0	0	0.389816	0.001093	0.764672	0	2.17121155310813	2.061566	0.0302041694243831	0.0644239375	0	0.764672	HELA.S3.longPolyA	none	1.61345332165803	0.349877931835429	mid	none	none	high	none	none	none	none	none	none	low	none	none	low	none	mid	none	high	none	low	none	none	none	none	none	none	none	none	high	low	high	none	yes	unknown	derrienLncRNA	ENSG00000224930	ENSG00000224930	rest	nonFunctional	ENSG00000224930	0
ENSG00000224959.1	0.038464	0.162784	0.008738	0.019469	0.056792	2.105292	0.2566	0.048886	0.319154	0.006114	0.554826	0.00681	0.013161	0.070025	0.061881	0.002877	0.126935	0.672909	0.016042	0.058881	0.044107	0.25484	0.006678	0.061032	0.019975	0.059825	0.003001	0.016908	0.337953	0.012606	0.005059	0.000213	3.25250045467126	5.428837	0.151348345969684	0.16965115625	0.000213	2.105292	HUVEC.longNonPolyA	HUVEC.longNonPolyA	3.12864295172156	0.362081929774795	high	high	mid	mid	high	high	high	mid	high	low	high	mid	mid	mid	mid	low	high	high	mid	mid	high	high	low	mid	mid	high	low	mid	high	low	low	low	yes	unknown	derrienLncRNA	ENSG00000224959	ENSG00000224959	rest	nonFunctional	ENSG00000224959	0
ENSG00000225135.1	0.000492	0.00776	0.000238	0.082553	0.00094	0.010653	0.135023	0.122883	0.01247	0.069863	0.03566	0.075039	0	0.615347	0.146922	0.047932	0.01595	0.00793	0.069283	0.049029	0.008598	0.003302	0.104557	0.001914	0.053407	0	0.008681	0.004708	0.008756	0.23489	0.065822	0.053242	3.70558805126062	2.053844	0.013125274720371	0.064182625	0	0.615347	K562.longPolyA	none	2.61972412618673	0.297263957915441	low	mid	low	mid	low	mid	high	mid	mid	mid	mid	mid	none	high	mid	mid	mid	low	mid	mid	mid	mid	mid	low	mid	none	low	mid	mid	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000225135	ENSG00000225135	rest	nonFunctional	ENSG00000225135	0
ENSG00000225210.1	0.01226	0.000655	0.00117	0.087768	0.600449	0.005032	0.171237	0.00602	5e-04	0.010564	0.001749	0.690291	0.007163	0.503165	0.000502	0	0.004621	1.618234	0.019874	1.351592	0.218824	0.27889	1.158369	0	0.603759	0.010448	0	0.004928	1.267976	0.134664	0.543931	0.01675	3.50529294358273	9.331385	0.213116567604047	0.29160578125	0	1.618234	HEPG2.longNonPolyA	none	1.19727994838679	0.196592539834535	mid	low	low	mid	high	low	high	low	low	low	low	high	mid	high	low	none	low	high	mid	high	high	high	high	none	high	mid	none	mid	high	mid	high	mid	yes	unknown	derrienLncRNA	ENSG00000225210	ENSG00000225210	rest	nonFunctional	ENSG00000225210	0
ENSG00000225746.2	0.017212	0.071643	0.004331	0.013779	0	0.575482	0.00233	0.083669	0.518953	0	0.098908	0.000633	0	0.001007	0.105074	0.022565	0.003142	0	0.000585	0	9.5e-05	0.016098	0	4e-04	0.009711	0.077294	0	0.004448	0.003785	0.087677	0	0.000964	2.78323565393505	1.719785	0.0179388001379506	0.05374328125	0	0.575482	HUVEC.longNonPolyA	none	1.10892893961496	0.323347789005863	high	high	mid	low	none	high	low	mid	high	none	mid	low	none	low	mid	mid	low	none	low	none	low	mid	none	low	mid	high	none	mid	low	mid	none	low	yes	unknown	derrienLncRNA	ENSG00000225746	ENSG00000225746	rest	nonFunctional	ENSG00000225746	0
ENSG00000225760.1	0.010446	0.007498	0.007982	0.08962	0.03371	0.039928	0.042865	0.138858	0.00922	0.15892	0.313371	0.045839	0	0.525743	0.061741	0.071203	0.035615	0.092453	0.043838	0.109628	0.012959	0.009166	0.098556	0.093731	0.049236	0.015946	0.221403	0.034362	0.081749	0.11962	0.052762	0.058305	4.24042018220508	2.686273	0.0109709523466119	0.08394603125	0	0.525743	K562.longPolyA	none	1.67770151035035	0.215428077084914	mid	mid	mid	mid	high	mid	mid	mid	mid	mid	high	mid	none	high	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	mid	high	mid	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000225760	ENSG00000225760	rest	nonFunctional	ENSG00000225760	0
ENSG00000225791.1	0.021742	0.016767	0.00053	0.468755	0.030523	0.019768	0.039789	0.615824	0.020484	0.139981	0.118126	0.142822	0	0.154673	0.273309	0.092252	0.016483	0.069355	0.090359	0.192002	0.025855	0.011603	0.417952	0.081788	0.160736	0.000575	0.111741	0.033705	0.051393	0.496665	0.147268	0.098807	4.15124467199572	4.161632	0.025013483798129	0.130051	0	0.615824	BJ.longPolyA	none	1.23991825475924	0.174306503559383	high	high	low	high	high	mid	mid	high	mid	mid	mid	high	none	mid	high	mid	mid	mid	mid	high	high	mid	high	mid	high	low	mid	mid	mid	high	mid	mid	yes	unknown	derrienLncRNA	ENSG00000225791	ENSG00000225791	rest	nonFunctional	ENSG00000225791	0
ENSG00000225873.1	0	0	0	0	0.001785	0.004217	0.047233	0	0	0	0.014815	0.000426	0	0.42516	0	0	0	0.013344	0	0.104906	0.003978	0	0.030894	0	0	0	0.001234	0.005823	0.021926	0	0	0.020129	2.03117518598662	0.69587	0.00584436201515726	0.0217459375	0	0.42516	K562.longPolyA	K562.longPolyA	4.05277105218005	0.52174083764017	none	none	none	none	low	low	mid	none	none	none	low	low	none	high	none	none	none	mid	none	mid	mid	none	mid	none	none	none	low	mid	mid	none	none	mid	yes	unknown	derrienLncRNA	ENSG00000225873	ENSG00000225873	rest	nonFunctional	ENSG00000225873	0
ENSG00000226007.1	0.000253	0.000604	0.000416	0.010323	0.00313	0.00658	0	0.008849	0.001358	0.019146	0.1029	0.047693	0	0.000893	0.010544	0.035951	0.004567	0.001052	0.01756	0	0.003077	0.00803	0.038644	0.002985	0.563988	0.000676	0.010157	0.007014	0.001539	0.021279	0.002153	0.071971	2.58423182230172	1.003332	0.00997410654972581	0.031354125	0	0.563988	A549.longPolyA	A549.longPolyA	5.48093294460641	0.48637316378898	low	low	low	low	low	low	none	low	low	low	mid	mid	none	low	low	mid	low	low	mid	none	mid	mid	mid	low	high	low	low	mid	low	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000226007	ENSG00000226007	rest	nonFunctional	ENSG00000226007	0
ENSG00000226363.1	0	0	0	0	0.002234	0.026734	0	0	0	0	1.479932	0.019922	0	0.000689	0	0.001526	0	0	0.000646	0.001103	0.001356	0	0.0107	0	0	0	0.00337	0	0	0	0	0	0.362423273832971	1.548212	0.0682755618959194	0.048381625	0	1.479932	HUVEC.longPolyA	HUVEC.longPolyA	55.3576718785068	0.850300488745785	none	none	none	none	low	mid	none	none	none	none	high	mid	none	low	none	low	none	none	low	low	low	none	mid	none	none	none	low	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000226363	ENSG00000226363	rest	nonFunctional	ENSG00000226363	0
ENSG00000226453.1	0.000871	0.003303	0	0.023732	0.020467	0.000739	0.020186	0.014275	0.001986	0.037372	0.001833	0.062919	0	0.078424	0.008589	0.004276	0.031397	0.369079	0.032564	0.700754	0.001752	0	0.010896	0.034707	0.00145	0	0.035199	0.013448	0.302296	0.015997	0.002517	0.034196	2.97265471632986	1.865224	0.0203024034372903	0.05828825	0	0.700754	HEPG2.longPolyA	none	1.89865584332894	0.353338683232117	low	mid	none	mid	mid	low	mid	low	low	low	low	mid	none	mid	low	low	mid	high	mid	high	low	none	mid	mid	low	none	mid	mid	high	low	low	mid	yes	unknown	derrienLncRNA	ENSG00000226453	ENSG00000226453	rest	nonFunctional	ENSG00000226453	0
ENSG00000226900.1	0	0.002298	0	0.01217	0.00015	0	0	0.124845	0.000325	0	0	0.012202	0	0.002586	0.013267	0	0	0.017344	0	0.543319	0.010231	0	0.125493	0.020376	0.002037	0	0.059052	0	0.022232	0.038331	0.005767	0	2.39128756398477	1.012025	0.00971993779688609	0.03162578125	0	0.543319	HEPG2.longPolyA	HEPG2.longPolyA	4.32947654450846	0.468306845748256	none	mid	none	low	low	none	none	mid	low	none	none	mid	none	low	mid	none	none	mid	none	high	mid	none	mid	mid	low	none	mid	none	mid	mid	low	none	yes	unknown	derrienLncRNA	ENSG00000226900	ENSG00000226900	rest	nonFunctional	ENSG00000226900	0
ENSG00000226950.2	0.060265	0.055641	0.048383	2.103862	0.268492	0.652851	0.830114	2.425434	0.186107	3.966735	8.782073	1.400861	0.046179	4.425707	1.946175	2.714701	0.383106	1.592711	1.086884	2.684769	0.046483	0.090466	0.872096	6.039325	0.749307	0.041839	21.983448	0.860299	0.77063	1.889322	2.330588	1.94699	3.77725078634573	73.281843	16.6311971458101	2.29005759375	0.041839	21.983448	H1.HESC.longPolyA	none	2.50321854532523	0.297548183913377	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	high	yes	unknown	derrienLncRNA	ENSG00000226950	ENSG00000226950	rest	nonFunctional	ENSG00000226950	1
ENSG00000227036.1	0.003246	0.003441	0.02125	0.119363	0.025636	8.7e-05	0	0.192018	0.008117	1.340011	0	0.192437	0.018178	0	0.156797	0.567768	0.173545	0.178856	0.630983	0.338306	0.009277	0.056046	0.162319	0.011936	0.740939	0.000251	0.009295	0.017358	0.102992	0.057701	0.023414	0.067174	3.56242515008052	5.228741	0.0822799100541361	0.16339815625	0	1.340011	NHEK.longPolyA	none	1.80853079673225	0.26409816611382	mid	mid	high	mid	mid	low	none	mid	mid	high	none	high	mid	none	mid	high	high	high	high	high	mid	high	mid	mid	high	low	low	mid	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000227036	ENSG00000227036	rest	nonFunctional	ENSG00000227036	0
ENSG00000227502.1	0	0	0	0.00972	0	0.000481	0	0	0	0	0.006588	0	0	0	0	0	0	0.046882	0	0.22158	0	0.001124	0	0	0.034478	0	0	0.075736	0.0022	0.000961	0	0.656287	1.68372773093386	1.056037	0.0146525037171683	0.03300115625	0	0.656287	GM12878.longPolyA	none	2.96185125011283	0.529427779280008	none	none	none	low	none	low	none	none	none	none	low	none	none	none	none	none	none	mid	none	high	none	low	none	none	mid	none	none	high	low	low	none	high	yes	unknown	derrienLncRNA	ENSG00000227502	ENSG00000227502	rest	nonFunctional	ENSG00000227502	0
ENSG00000227674.1	0	7.4e-05	0	0	0	0.003959	0.133072	0	0	0	0	0	0	0.114373	0	0	0	0.368798	0.000468	0.081197	0.00015	0	0	0.000334	9.7e-05	0	0	0.670336	0.318937	0.000854	0.025665	0.208564	2.57755550060752	1.926878	0.0210520318623831	0.0602149375	0	0.670336	GM12878.longNonPolyA	none	1.81762373982505	0.333094473102525	none	low	none	none	none	low	high	none	none	none	none	none	none	mid	none	none	none	high	low	mid	low	none	none	low	low	none	none	high	high	low	mid	high	yes	unknown	derrienLncRNA	ENSG00000227674	ENSG00000227674	rest	nonFunctional	ENSG00000227674	0
ENSG00000227681.1	0	0.002324	0	0.00411	0	0.004863	0.028461	0.001497	0.001119	0	0	0	0	0.548463	0.006013	0	0	0.007902	0.000526	0.21468	0	0.000813	0	0	0.000827	0	0	0.000229	0.018894	0.001687	0	0.000826	1.49762332288919	0.843234	0.0105161064431573	0.0263510625	0	0.548463	K562.longPolyA	none	2.55479318054779	0.550896152300097	none	mid	none	low	none	low	mid	low	low	none	none	none	none	high	low	none	none	low	low	high	none	low	none	none	low	none	none	low	mid	low	none	low	yes	unknown	derrienLncRNA	ENSG00000227681	ENSG00000227681	rest	nonFunctional	ENSG00000227681	0
ENSG00000227932.1	0	0	0	0	0	0.005714	0.070401	0	0	0	0	0	0	0.648037	0	0	0	0	0.004822	0	0.000426	0	0.002008	0	0	0	0	0	0	0	0	0	0.611817920947076	0.731408	0.0131693852334839	0.0228565	0	0.648037	K562.longPolyA	K562.longPolyA	9.20494027073479	0.756115294360367	none	none	none	none	none	low	high	none	none	none	none	none	none	high	none	none	none	none	low	none	low	none	low	none	none	none	none	none	none	none	none	none	yes	unknown	derrienLncRNA	ENSG00000227932	ENSG00000227932	rest	nonFunctional	ENSG00000227932	0
ENSG00000228223.1	0.00188	0.008366	0.000149	0.076292	0.006291	0.013332	0.116684	0.171354	0.010824	0.049772	0.062115	0.060907	0	0.406243	0.09638	0.030028	0.005867	0.031849	0.030637	0.000465	0.00137	0.00721	0.005228	0.06182	0.102778	0.002697	0.074568	0.014753	0.038325	0.169821	0.377084	0.08327	3.89615525987781	2.118359	0.00954567450091835	0.06619871875	0	0.406243	K562.longPolyA	none	1.07732759809485	0.212139715706469	low	mid	low	mid	mid	mid	high	mid	mid	mid	mid	mid	none	high	mid	mid	low	mid	mid	low	low	mid	low	mid	mid	low	mid	mid	mid	mid	high	mid	yes	unknown	derrienLncRNA	ENSG00000228223	ENSG00000228223	rest	nonFunctional	ENSG00000228223	0
ENSG00000228327.2	0.008383	0.014483	0.009628	0.084168	0.083549	0.071329	0.177063	0.140348	0.022865	0.220273	0.102105	0.254645	0.005554	0.482407	0.082533	0.076654	0.0803	0.140451	0.085681	0.211311	0.022638	0.023241	0.163992	0.345357	0.104678	0.009354	0.142032	0.084718	0.146689	0.097922	0.056257	0.073619	4.48488351875244	3.624227	0.0107523837564103	0.11325709375	0.005554	0.482407	K562.longPolyA	none	1.39683573809131	0.160813600600484	mid	mid	mid	mid	high	high	high	mid	mid	mid	mid	high	low	high	mid	mid	high	high	mid	high	high	high	mid	high	mid	mid	mid	high	high	mid	mid	mid	yes	unknown	derrienLncRNA	ENSG00000228327	ENSG00000228327	rest	nonFunctional	ENSG00000228327	0
ENSG00000228682.2	0	0	0	0.00171	0	0	0.000229	0	0	0	0.000791	0	0	0.000778	0	0	0	0.005945	0	0.007916	0	0	0.000366	0.00215	0.000398	0	0.001685	0.874168	0.00935	0	0	0.395128	1.10122819977187	1.300614	0.0279880909515766	0.0406441875	0	0.874168	GM12878.longNonPolyA	none	2.21236662549857	0.567241396775016	none	none	none	low	none	none	low	none	none	none	low	none	none	low	none	none	none	low	none	low	none	none	low	low	low	none	low	high	mid	none	none	high	yes	unknown	derrienLncRNA	ENSG00000228682	ENSG00000228682	rest	nonFunctional	ENSG00000228682	0
ENSG00000228709.1	0	0	0	0	0	0.014686	0.000863	0.00617	0	0.013819	0.069015	0.003215	0	0.001578	0.001191	0	0.000553	0.065165	0.003101	0.576654	0.059359	0.013553	0.394152	0.655217	0.080898	0.000346	0.564299	0	0.064447	0.014486	0.009637	0	2.80963903902792	2.612404	0.0337595141635323	0.081637625	0	0.655217	H1.HESC.longNonPolyA	none	1.1362394087269	0.259827495080424	none	none	none	none	none	mid	low	low	none	low	mid	low	none	low	low	none	low	mid	low	high	high	mid	high	high	mid	low	high	none	mid	low	low	none	yes	unknown	derrienLncRNA	ENSG00000228709	ENSG00000228709	rest	nonFunctional	ENSG00000228709	0
